Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-1_Full64; Runtime version N-2017.12-SP2-1_Full64;  Mar 13 19:03 2020
start
Time|reset|load_in|CDB_PRF_idx[1]|CDB_valid|opa_in|opa_valid_in|opb_in|opb_valid_in|inst_out_valid|opa_out[0]|opb_out[0]|num_is_free|is_free_hub|ready_hub
   0  x    x        xx         xxx   xxxxxxxx     x     xxxxxxxx     x           000    00000000   00000000      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx
3665  0    1        05         111   3600a36c     1     00000033     0           111    2c61cf58   a14e9242      4    0011000000100010    0000100111010100
3670  0    1        05         000   3600a36c     1     00000033     0           111    2c61cf58   a14e9242      4    0011000000100010    0000100111010100
3675  0    1        05         000   3600a36c     1     00000033     0           111    00000000   ffffffff      4    0000100100100100    0000000011010000
3680  0    1        33         111   83a4fa07     1     de91e8bd     1           111    00000000   ffffffff      4    0000100100100100    0000000011010000
3685  0    1        33         111   83a4fa07     1     de91e8bd     1           111    8b5b0016   00000000      4    0000000011110000    1111111100001111
3690  0    1        33         000   0000000e     0     0000002d     0           111    8b5b0016   00000000      4    0000000011110000    1111111100001111
3695  0    1        33         000   0000000e     0     0000002d     0           111    8b5b0016   00000000      4    1100000000100001    0011111100001110
3700  0    1        0e         111   999fe033     1     0000002d     0           111    8b5b0016   00000000      4    1100000000100001    0011111100001110
3705  0    1        0e         111   999fe033     1     0000002d     0           111    a8361250   c8158e90      4    0011000000100010    0000111100001100
3710  0    1        0e         000   999fe033     1     0000002d     0           111    a8361250   c8158e90      4    0011000000100010    0000111100001100
3715  0    1        0e         000   999fe033     1     0000002d     0           111    00000000   00000000      4    0000110000100100    0000001100001000
3720  0    1        2d         111   34f04d69     1     52ad53a5     1           111    00000000   00000000      4    0000110000100100    0000001100001000
3725  0    1        2d         111   34f04d69     1     52ad53a5     1           111    96a2b82d   ffffffff      4    0000001100101000    1111110011010111
3730  0    1        2d         000   00000000     0     00000018     0           111    96a2b82d   ffffffff      4    0000001100101000    1111110011010111
3735  0    1        2d         000   00000000     0     00000018     0           111    96a2b82d   ffffffff      4    1100000000100001    0011110011010110
3740  0    1        00         111   3958fd72     1     00000018     0           111    96a2b82d   ffffffff      4    1100000000100001    0011110011010110
3745  0    1        00         111   3958fd72     1     00000018     0           111    9f43423e   568913ad      4    0011000000100010    0000110011010100
3750  0    1        00         000   3958fd72     1     00000018     0           111    9f43423e   568913ad      4    0011000000100010    0000110011010100
3755  0    1        00         000   3958fd72     1     00000018     0           111    00000000   ffffffff      4    0000110000100100    0000000011010000
3760  0    1        18         111   e3e26cc7     1     a64ff64c     1           111    00000000   ffffffff      4    0000110000100100    0000000011010000
3765  0    1        18         111   e3e26cc7     1     a64ff64c     1           111    0248b504   ffffffff      4    0000000011110000    1111111100001111
3770  0    1        18         000   00000013     0     0000000a     0           111    0248b504   ffffffff      4    0000000011110000    1111111100001111
3775  0    1        18         000   00000013     0     0000000a     0           111    0248b504   ffffffff      4    1100000000100001    0011111100001110
3780  0    1        13         111   c4b81289     1     0000000a     0           111    0248b504   ffffffff      4    1100000000100001    0011111100001110
3785  0    1        13         111   c4b81289     1     0000000a     0           111    199b7f33   901dbc20      4    0011000000100010    0000111100001100
3790  0    1        13         000   c4b81289     1     0000000a     0           111    199b7f33   901dbc20      4    0011000000100010    0000111100001100
3795  0    1        13         000   c4b81289     1     0000000a     0           111    00000000   ffffffff      4    0000110000100100    0000001100001000
3800  0    1        0a         111   b6bafc6d     1     8949f412     1           111    00000000   ffffffff      4    0000110000100100    0000001100001000
3805  0    1        0a         111   b6bafc6d     1     8949f412     1           111    e4e99ac9   00000000      4    0000001100101000    1111110011010111
3810  0    1        0a         000   00000020     0     0000000f     0           111    e4e99ac9   00000000      4    0000001100101000    1111110011010111
3815  0    1        0a         000   00000020     0     0000000f     0           111    e4e99ac9   00000000      4    1100000000100001    0011110011010110
3820  0    1        20         111   1d95433b     1     0000000f     0           111    e4e99ac9   00000000      4    1100000000100001    0011110011010110
3825  0    1        20         111   1d95433b     1     0000000f     0           111    97dce42f   e8c42ed1      4    0011000000100010    0000110011010100
3830  0    1        20         000   1d95433b     1     0000000f     0           111    97dce42f   e8c42ed1      4    0011000000100010    0000110011010100
3835  0    1        20         000   1d95433b     1     0000000f     0           111    ffffffff   00000000      4    0000110000100100    0000000011010000
3840  0    1        0f         111   0a559d14     1     2f376f5e     1           111    ffffffff   00000000      4    0000110000100100    0000000011010000
3845  0    1        0f         111   0a559d14     1     2f376f5e     1           111    e49e06c9   00000000      4    0000000011110000    1111111100001111
3850  0    1        0f         000   00000033     0     00000024     0           111    e49e06c9   00000000      4    0000000011110000    1111111100001111
3855  0    1        0f         000   00000033     0     00000024     0           111    e49e06c9   00000000      4    1100000000100001    0011111100001110
3860  0    1        33         111   dc94aeb9     1     00000024     0           111    e49e06c9   00000000      4    1100000000100001    0011111100001110
3865  0    1        33         111   dc94aeb9     1     00000024     0           111    6fb197df   7b6909f6      4    0011000000100010    0000111100001100
3870  0    1        33         000   dc94aeb9     1     00000024     0           111    6fb197df   7b6909f6      4    0011000000100010    0000111100001100
3875  0    1        33         000   dc94aeb9     1     00000024     0           111    ffffffff   00000000      4    0000110000100100    0000001100001000
3880  0    1        24         111   f4a9e8e9     1     640083c8     1           111    ffffffff   00000000      4    0000110000100100    0000001100001000
3885  0    1        24         111   f4a9e8e9     1     640083c8     1           111    4d7a999a   ffffffff      4    0000001100101000    1111110011010111
3890  0    1        24         000   00000001     0     0000000d     0           111    4d7a999a   ffffffff      4    0000001100101000    1111110011010111
3895  0    1        24         000   00000001     0     0000000d     0           111    4d7a999a   ffffffff      4    1100000000100001    0011110011010110
3900  0    1        01         111   85a6740b     1     0000000d     0           111    4d7a999a   ffffffff      4    1100000000100001    0011110011010110
3905  0    1        01         111   85a6740b     1     0000000d     0           111    d84fb2b0   f074e8e0      4    0011000000100010    0000110011010100
3910  0    1        01         000   85a6740b     1     0000000d     0           111    d84fb2b0   f074e8e0      4    0011000000100010    0000110011010100
3915  0    1        01         000   85a6740b     1     0000000d     0           111    ffffffff   ffffffff      4    0000110000100100    0000000011010000
3920  0    1        0d         111   b74b866e     1     505953a0     1           111    ffffffff   ffffffff      4    0000110000100100    0000000011010000
3925  0    1        0d         111   b74b866e     1     505953a0     1           111    980ff230   ffffffff      4    0000000011110000    1111111100001111
3930  0    1        0d         000   0000003c     0     00000013     0           111    980ff230   ffffffff      4    0000000011110000    1111111100001111
3935  0    1        0d         000   0000003c     0     00000013     0           111    980ff230   ffffffff      4    1100000000100001    0011111100001110
3940  0    1        3c         111   6c86b7d9     1     00000013     0           111    980ff230   ffffffff      4    1100000000100001    0011111100001110
3945  0    1        3c         111   6c86b7d9     1     00000013     0           111    a6f95a4d   d44c6ea8      4    0011000000100010    0000111100001100
3950  0    1        3c         000   6c86b7d9     1     00000013     0           111    a6f95a4d   d44c6ea8      4    0011000000100010    0000111100001100
3955  0    1        3c         000   6c86b7d9     1     00000013     0           111    00000000   ffffffff      4    0000110000100100    0000001100001000
3960  0    1        13         111   21ea1343     1     ee41fedc     1           111    00000000   ffffffff      4    0000110000100100    0000001100001000
3965  0    1        13         111   21ea1343     1     ee41fedc     1           111    5feab5bf   ffffffff      4    0000001100101000    1111110011010111
3970  0    1        13         000   0000000b     0     00000018     0           111    5feab5bf   ffffffff      4    0000001100101000    1111110011010111
3975  0    1        13         000   0000000b     0     00000018     0           111    5feab5bf   ffffffff      4    1100000000100001    0011110011010110
3980  0    1        0b         111   493d9592     1     00000018     0           111    5feab5bf   ffffffff      4    1100000000100001    0011110011010110
3985  0    1        0b         111   493d9592     1     00000018     0           111    bb7cac76   5dd03dbb      4    0011000000100010    0000110011010100
3990  0    1        0b         000   493d9592     1     00000018     0           111    bb7cac76   5dd03dbb      4    0011000000100010    0000110011010100
3995  0    1        0b         000   493d9592     1     00000018     0           111    00000000   ffffffff      4    0000110000100100    0000000011010000
4000  0    1        18         111   e4d12cc9     1     2d86a35b     1           111    00000000   ffffffff      4    0000110000100100    0000000011010000
4005  0    1        18         111   e4d12cc9     1     2d86a35b     1           111    ca137c94   ffffffff      4    0000000011110000    1111111100001111
4010  0    1        18         000   0000001a     0     00000013     0           111    ca137c94   ffffffff      4    0000000011110000    1111111100001111
4015  0    1        18         000   0000001a     0     00000013     0           111    ca137c94   ffffffff      4    1100000000100001    0011111100001110
4020  0    1        1a         111   7c9f2df9     1     00000013     0           111    ca137c94   ffffffff      4    1100000000100001    0011111100001110
4025  0    1        1a         111   7c9f2df9     1     00000013     0           111    1cb3c939   a4dcf249      4    0011000000100010    0000111100001100
4030  0    1        1a         000   7c9f2df9     1     00000013     0           111    1cb3c939   a4dcf249      4    0011000000100010    0000111100001100
4035  0    1        1a         000   7c9f2df9     1     00000013     0           111    00000000   ffffffff      4    0000110000100100    0000001100001000
4040  0    1        13         111   d36876a6     1     c83f6490     1           111    00000000   ffffffff      4    0000110000100100    0000001100001000
4045  0    1        13         111   d36876a6     1     c83f6490     1           111    5b8eebb7   ffffffff      4    0000001100101000    1111110011010111
4050  0    1        13         000   00000013     0     00000028     0           111    5b8eebb7   ffffffff      4    0000001100101000    1111110011010111
4055  0    1        13         000   00000013     0     00000028     0           111    5b8eebb7   ffffffff      4    1100000000100001    0011110011010110
4060  0    1        13         111   04cb9f09     1     00000028     0           111    5b8eebb7   ffffffff      4    1100000000100001    0011110011010110
4065  0    1        13         111   04cb9f09     1     00000028     0           111    c504d08a   48cb2f91      4    0011000000100010    0000110011010100
4070  0    1        13         000   04cb9f09     1     00000028     0           111    c504d08a   48cb2f91      4    0011000000100010    0000110011010100
4075  0    1        13         000   04cb9f09     1     00000028     0           111    ffffffff   ffffffff      4    0000110000100100    0000000011010000
4080  0    1        28         111   16b38f2d     1     c750608e     1           111    ffffffff   ffffffff      4    0000110000100100    0000000011010000
4085  0    1        28         111   16b38f2d     1     c750608e     1           111    3fdda17f   00000000      4    0000000011110000    1111111100001111
4090  0    1        28         000   00000031     0     00000020     0           111    3fdda17f   00000000      4    0000000011110000    1111111100001111
4095  0    1        28         000   00000031     0     00000020     0           111    3fdda17f   00000000      4    1100000000100001    0011111100001110
4100  0    1        31         111   21af0d43     1     00000020     0           111    3fdda17f   00000000      4    1100000000100001    0011111100001110
4105  0    1        31         111   21af0d43     1     00000020     0           111    1ee1e53d   86ef900d      4    0011000000100010    0000111100001100
4110  0    1        31         000   21af0d43     1     00000020     0           111    1ee1e53d   86ef900d      4    0011000000100010    0000111100001100
4115  0    1        31         000   21af0d43     1     00000020     0           111    00000000   00000000      4    0000110000100100    0000001100001000
4120  0    1        20         111   4fd2179f     1     b6e9b66d     1           111    00000000   00000000      4    0000110000100100    0000001100001000
4125  0    1        20         111   4fd2179f     1     b6e9b66d     1           111    ff7c3efe   00000000      4    0000001100101000    1111110011010111
4130  0    1        20         000   00000037     0     00000005     0           111    ff7c3efe   00000000      4    0000001100101000    1111110011010111
4135  0    1        20         000   00000037     0     00000005     0           111    ff7c3efe   00000000      4    1100000000100001    0011110011010110
4140  0    1        37         111   a9819453     1     00000005     0           111    ff7c3efe   00000000      4    1100000000100001    0011110011010110
4145  0    1        37         111   a9819453     1     00000005     0           111    31492362   c11aba82      4    0011000000100010    0000110011010100
4150  0    1        37         000   a9819453     1     00000005     0           111    31492362   c11aba82      4    0011000000100010    0000110011010100
4155  0    1        37         000   a9819453     1     00000005     0           111    00000000   00000000      4    0000110000100100    0000000011010000
4160  0    1        05         111   aa7fac54     1     8b078816     1           111    00000000   00000000      4    0000110000100100    0000000011010000
4165  0    1        05         111   aa7fac54     1     8b078816     1           111    a663624c   00000000      4    0000000011110000    1111111100001111
4175  0    1        05         111   aa7fac54     1     8b078816     1           111    a663624c   00000000      4    1100000000100001    0011111111011110
4180  0    0        05         000   aa7fac54     1     8b078816     1           111    a663624c   00000000      4    1100000000100001    0011111111011110
4185  0    0        05         000   aa7fac54     1     8b078816     1           111    7c44adf8   74194de8      7    1111000000100011    0000111111011100
4195  0    0        05         000   aa7fac54     1     8b078816     1           111    00000000   00000000     10    1111110000100111    0000001111011000
4205  0    0        05         000   aa7fac54     1     8b078816     1           111    7c44adf8   74194de8     13    1111111100101111    0000000011010000
4215  0    0        05         000   aa7fac54     1     8b078816     1           000    00000000   00000000     16    1111111111111111    0000000000000000
$finish called from file "testbench/rs_final_test.sv", line 339.
$finish at simulation time                 4250
           V C S   S i m u l a t i o n   R e p o r t 
Time: 4250
CPU Time:      0.310 seconds;       Data structure size:   0.0Mb
Fri Mar 13 19:03:43 2020
