Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-1_Full64; Runtime version N-2017.12-SP2-1_Full64;  Mar 15 15:50 2020
start
Time|reset|load_in|CDB_PRF_idx|CDB_valid|opa_in|opa_valid_in|opb_in|opb_valid_in|opa_out|opb_out|num_is_free|is_free_hub|ready_hub|reset_hub
   0  x    x      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    xxxxxxxx   xxxxxxxx      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     xxxxxxxxxxxxxxxx
  10  1    0      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    00000000   00000000      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     1111111111111111
 940  0    1      35        010   da8932b5     1     4d9ee39b     1    5243e3a4   03703906     13    0011111111111110    1100000000000001     1100000000000001
 946  0    1      35        010   da8932b5     1     4d9ee39b     1    7c1df3f8   41aed583     13    0011111111111110    1100000000000001     1100000000000001
 950  0    1      19        010   8c38c418     1     30e20f61     1    7c1df3f8   41aed583     13    0011111111111110    1100000000000001     1100000000000001
 956  0    1      19        010   8c38c418     1     30e20f61     1    984da630   a36ae846     13    0011111111111110    1100000000000001     1100000000000001
 960  0    1      15        010   e9d22cd3     1     2c577958     1    984da630   a36ae846     13    0011111111111110    1100000000000001     1100000000000001
 966  0    1      15        010   e9d22cd3     1     2c577958     1    ef1deade   74dc69e9     13    0011111111111110    1100000000000001     1100000000000001
 970  0    1      02        010   6b299dd6     1     506aefa0     1    ef1deade   74dc69e9     13    0011111111111110    1100000000000001     1100000000000001
 976  0    1      02        010   6b299dd6     1     506aefa0     1    3f25ef7e   c1b04483     13    0011111111111110    1100000000000001     1100000000000001
 980  0    1      10        010   ba941075     1     3601596c     1    3f25ef7e   c1b04483     13    0011111111111110    1100000000000001     1100000000000001
 986  0    1      10        010   ba941075     1     3601596c     1    229d0b45   63323bc6     13    0011111111111110    1100000000000001     1100000000000001
 990  0    1      05        010   872d2c0e     1     ef209ede     1    229d0b45   63323bc6     13    0011111111111110    1100000000000001     1100000000000001
 996  0    1      05        010   872d2c0e     1     ef209ede     1    d7e31eaf   d95b40b2     13    0011111111111110    1100000000000001     1100000000000001
1000  0    1      02        010   69e751d3     1     c5cf728b     1    d7e31eaf   d95b40b2     13    0011111111111110    1100000000000001     1100000000000001
1006  0    1      02        010   69e751d3     1     c5cf728b     1    4d20099a   fdeb7cfb     13    0011111111111110    1100000000000001     1100000000000001
1010  0    1      19        010   bde3487b     1     e06098c0     1    4d20099a   fdeb7cfb     13    0011111111111110    1100000000000001     1100000000000001
1016  0    1      19        010   bde3487b     1     e06098c0     1    309cdb61   c881bc91     13    0011111111111110    1100000000000001     1100000000000001
1020  0    1      39        010   73fa7de7     1     adee005b     1    309cdb61   c881bc91     13    0011111111111110    1100000000000001     1100000000000001
1026  0    1      39        010   73fa7de7     1     adee005b     1    a4de2849   41b5d583     13    0011111111111110    1100000000000001     1100000000000001
1030  0    1      2b        010   d7e1aeaf     1     7e29b3fc     1    a4de2849   41b5d583     13    0011111111111110    1100000000000001     1100000000000001
1036  0    1      2b        010   d7e1aeaf     1     7e29b3fc     1    732c5fe6   89646012     13    0011111111111110    1100000000000001     1100000000000001
1040  0    1      3b        010   2d4d9b5a     1     3a096b74     1    732c5fe6   89646012     13    0011111111111110    1100000000000001     1100000000000001
1046  0    1      3b        010   2d4d9b5a     1     3a096b74     1    398a1973   ff73cafe     13    0011111111111110    1100000000000001     1100000000000001
1050  0    1      2b        010   4fdbed9f     1     5ee97bbd     1    398a1973   ff73cafe     13    0011111111111110    1100000000000001     1100000000000001
1056  0    1      2b        010   4fdbed9f     1     5ee97bbd     1    cc13e298   791189f2     13    0011111111111110    1100000000000001     1100000000000001
start testing output selector
1070  0    1      2b        000   0000002c     0     00000035     0    cc13e298   791189f2     13    0011111111111110    1100000000000001     1100000000000001
1076  0    1      2b        000   0000002c     0     00000035     0    00000000   00000000     13    0011111111111110    0000000000000000     0000000000000000
1080  0    1      2c        111   de7302bc     1     00000035     0    00000000   00000000     13    0011111111111110    0000000000000000     0000000000000000
1086  0    1      2c        111   de7302bc     1     00000035     0    de7302bc   d3fe36a7     10    0000111111111100    0101000000000000     0101000000000000
1090  0    1      2c        000   de7302bc     1     00000035     0    de7302bc   d3fe36a7     10    0000111111111100    0101000000000000     0101000000000000
1096  0    1      2c        000   de7302bc     1     00000035     0    00000000   00000000      9    0000111111111000    0000000000000000     0000000000000000
1106  0    1      2c        000   de7302bc     1     00000035     0    00000000   00000000      6    0000001111110000    0000000000000000     0000000000000000
1110  0    1      35        111   a0b8a241     1     e69dd0cd     1    00000000   00000000      6    0000001111110000    0000000000000000     0000000000000000
1116  0    1      35        111   a0b8a241     1     e69dd0cd     1    ffffffff   ffffffff      3    0000000011100000    1111111100011111     1100000000000001
1120  0    1      35        000   00000028     0     00000037     0    ffffffff   ffffffff      3    0000000011100000    1111111100011111     1100000000000001
1126  0    1      35        000   00000028     0     00000037     0    aae0a255   ffffffff      3    0000000011100000    0011111100011110     0011000000000010
1130  0    1      28        111   ed1b50da     1     00000037     0    aae0a255   ffffffff      3    0000000011100000    0011111100011110     0011000000000010
1136  0    1      28        111   ed1b50da     1     00000037     0    aae0a255   ffffffff      3    0000000011100000    0000111100011100     0000110000000100
1140  0    1      28        000   ed1b50da     1     00000037     0    aae0a255   ffffffff      3    0000000011100000    0000111100011100     0000110000000100
1146  0    1      28        000   ed1b50da     1     00000037     0    aae0a255   ffffffff      3    0000000011100000    0000001100011000     0000001100001000
1156  0    1      28        000   ed1b50da     1     00000037     0    f23316e4   fd52d8fa      3    0000000011100000    0000000000010000     0000000000010000
1160  0    1      37        111   0f1e511e     1     05b4f70b     1    f23316e4   fd52d8fa      3    0000000011100000    0000000000010000     0000000000010000
1166  0    1      37        111   0f1e511e     1     05b4f70b     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
1170  0    1      37        000   0000003c     0     00000012     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
1176  0    1      37        000   0000003c     0     00000012     0    90184e20   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
1180  0    1      3c        111   674fdfce     1     00000012     0    90184e20   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
1186  0    1      3c        111   674fdfce     1     00000012     0    90184e20   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
1190  0    1      3c        000   674fdfce     1     00000012     0    90184e20   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
1196  0    1      3c        000   674fdfce     1     00000012     0    90184e20   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
1206  0    1      3c        000   674fdfce     1     00000012     0    3d7f5b7a   f5a4f2eb      1    0000000000100000    0000000011010000     0000000011010000
1210  0    1      12        111   fa328cf4     1     f1a32ee3     1    3d7f5b7a   f5a4f2eb      1    0000000000100000    0000000011010000     0000000011010000
1216  0    1      12        111   fa328cf4     1     f1a32ee3     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
1220  0    1      12        000   0000002d     0     0000002c     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
1226  0    1      12        000   0000002d     0     0000002c     0    f0ab00e1   00000000      1    0000000000100000    0011111111011110     0011000000000010
1230  0    1      2d        111   55f6b9ab     1     0000002c     0    f0ab00e1   00000000      1    0000000000100000    0011111111011110     0011000000000010
1236  0    1      2d        111   55f6b9ab     1     0000002c     0    f0ab00e1   00000000      1    0000000000100000    0000111111011100     0000110000000100
1240  0    1      2d        000   55f6b9ab     1     0000002c     0    f0ab00e1   00000000      1    0000000000100000    0000111111011100     0000110000000100
1246  0    1      2d        000   55f6b9ab     1     0000002c     0    f0ab00e1   00000000      1    0000000000100000    0000001111011000     0000001100001000
1256  0    1      2d        000   55f6b9ab     1     0000002c     0    f204eee4   0d623f1a      1    0000000000100000    0000000011010000     0000000011010000
1260  0    1      2c        111   5db797bb     1     35557b6a     1    f204eee4   0d623f1a      1    0000000000100000    0000000011010000     0000000011010000
1266  0    1      2c        111   5db797bb     1     35557b6a     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
1270  0    1      2c        000   00000016     0     0000003d     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
1276  0    1      2c        000   00000016     0     0000003d     0    3c338578   00000000      1    0000000000100000    0011111111011110     0011000000000010
1280  0    1      16        111   c7b43a8f     1     0000003d     0    3c338578   00000000      1    0000000000100000    0011111111011110     0011000000000010
1286  0    1      16        111   c7b43a8f     1     0000003d     0    3c338578   00000000      1    0000000000100000    0000111111011100     0000110000000100
1290  0    1      16        000   c7b43a8f     1     0000003d     0    3c338578   00000000      1    0000000000100000    0000111111011100     0000110000000100
1296  0    1      16        000   c7b43a8f     1     0000003d     0    3c338578   00000000      1    0000000000100000    0000001111011000     0000001100001000
1306  0    1      16        000   c7b43a8f     1     0000003d     0    06499b0c   a4d83a49      1    0000000000100000    0000000011010000     0000000011010000
1310  0    1      3d        111   e4824cc9     1     6d48a5da     1    06499b0c   a4d83a49      1    0000000000100000    0000000011010000     0000000011010000
1316  0    1      3d        111   e4824cc9     1     6d48a5da     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
1320  0    1      3d        000   0000000d     0     00000011     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
1326  0    1      3d        000   0000000d     0     00000011     0    3a982575   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
1330  0    1      0d        111   0379ed06     1     00000011     0    3a982575   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
1336  0    1      0d        111   0379ed06     1     00000011     0    3a982575   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
1340  0    1      0d        000   0379ed06     1     00000011     0    3a982575   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
1346  0    1      0d        000   0379ed06     1     00000011     0    3a982575   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
1356  0    1      0d        000   0379ed06     1     00000011     0    b7f4306f   5a3761b4      1    0000000000100000    0000000011010000     0000000011010000
1360  0    1      11        111   d84988b0     1     6f3425de     1    b7f4306f   5a3761b4      1    0000000000100000    0000000011010000     0000000011010000
1366  0    1      11        111   d84988b0     1     6f3425de     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
1370  0    1      11        000   00000017     0     00000011     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
1376  0    1      11        000   00000017     0     00000011     0    fcf504f9   00000000      1    0000000000100000    0011111111011110     0011000000000010
1380  0    1      17        111   2720634e     1     00000011     0    fcf504f9   00000000      1    0000000000100000    0011111111011110     0011000000000010
1386  0    1      17        111   2720634e     1     00000011     0    fcf504f9   00000000      1    0000000000100000    0000111111011100     0000110000000100
1390  0    1      17        000   2720634e     1     00000011     0    fcf504f9   00000000      1    0000000000100000    0000111111011100     0000110000000100
1396  0    1      17        000   2720634e     1     00000011     0    fcf504f9   00000000      1    0000000000100000    0000001111011000     0000001100001000
1406  0    1      17        000   2720634e     1     00000011     0    42797584   08098510      1    0000000000100000    0000000011010000     0000000011010000
1410  0    1      11        111   17b47f2f     1     b1200062     1    42797584   08098510      1    0000000000100000    0000000011010000     0000000011010000
1416  0    1      11        111   17b47f2f     1     b1200062     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
1420  0    1      11        000   0000000d     0     00000020     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
1426  0    1      11        000   0000000d     0     00000020     0    17bd872f   00000000      1    0000000000100000    0011111111011110     0011000000000010
1430  0    1      0d        111   e6841ccd     1     00000020     0    17bd872f   00000000      1    0000000000100000    0011111111011110     0011000000000010
1436  0    1      0d        111   e6841ccd     1     00000020     0    17bd872f   00000000      1    0000000000100000    0000111111011100     0000110000000100
1440  0    1      0d        000   e6841ccd     1     00000020     0    17bd872f   00000000      1    0000000000100000    0000111111011100     0000110000000100
1446  0    1      0d        000   e6841ccd     1     00000020     0    17bd872f   00000000      1    0000000000100000    0000001111011000     0000001100001000
1456  0    1      0d        000   e6841ccd     1     00000020     0    ce03ec9c   cdbf3a9b      1    0000000000100000    0000000011010000     0000000011010000
1460  0    1      20        111   2c402158     1     835da206     1    ce03ec9c   cdbf3a9b      1    0000000000100000    0000000011010000     0000000011010000
1466  0    1      20        111   2c402158     1     835da206     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
1470  0    1      20        000   00000017     0     00000033     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
1476  0    1      20        000   00000017     0     00000033     0    f46ca8e8   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
1480  0    1      17        111   f05d64e0     1     00000033     0    f46ca8e8   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
